stop_id,route_id,city,name,latitude,longitude,adv,shelter_rating,shelter_type,bench_rating,bench_type,trash_can_type,trash_can_rating
5071,50,Los Angeles,Grande Vista/Pico,34.017845,-118.209996,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5072,50,Whittier,Pickering/Mar Vista,33.973465,-118.042147,Compliant,4,Other,4,Other,Other,3
5073,50,Los Angeles,Washington/Grande Vista,34.013743,-118.20705,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5074,50,Whittier,Pickering/Walnut,33.971809,-118.042153,Compliant,Not Present,Not Present,2,Other,Other,3
5075,50,Whittier,Washington/Indiana,34.010927,-118.191441,Compliant,Not Present,Not Present,2,Backless w/Â Dividers,Metal / Aluminum,2
5076,50,Whittier,Pickering/Washington,33.969451,-118.042179,Compliant,4,Other,4,Other,Other,3
5077,50,Commerce,Washington/Oak,34.008744,-118.184966,Compliant,Not Present,Not Present,3,Other,Other,3
5078,50,Whittier,Washington/Putman,33.968182,-118.04418,Compliant,5,Other,4,Other,Other,4
5079,50,Commerce,Washington/Arrowmill,34.006929,-118.179608,Compliant,Not Present,Not Present,3,Other,Other,2
5080,50,Whittier,Washington/Lambert,33.967549,-118.047851,Compliant,3,Other,3,Other,Other,3
5081,50,Commerce,Washington/Ayers,34.005625,-118.175778,Compliant,3,Other,3,Other,Other,3
5082,50,Whittier,Washington/Crowndale,33.967779,-118.052545,Compliant,Not Present,Not Present,3,Other,Other,3
5083,50,Commerce,Washington/Hepworth,34.004446,-118.172223,Compliant,3,Other,3,Other,Not Present,Not Present
5084,50,Whittier,Washington/Appledale,33.968592,-118.056287,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5085,50,Commerce,Washington/Atlantic,34.002823,-118.167415,Compliant,5,Other,3,Other,Other,3
5086,50,SantaFeSprings,Washington/Sorensen,33.969493,-118.060266,Compliant,Not Present,Not Present,4,Other,Other,3
5087,50,Commerce,Washington/O Neill,34.001308,-118.162834,Compliant,3,Other,3,Other,Other,3
5088,50,Whittier,Washington/Ridgeview,33.970344,-118.064033,Compliant,Not Present,Not Present,5,Other,Other,3
5089,50,Commerce,Washington/Eastern,34.000088,-118.159281,Compliant,4,Other,3,Other,Other,3
5090,50,Whittier,Washington/Broadway SF SP W,33.971549,-118.06923,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5091,50,Commerce,Washington/Commerce,33.998856,-118.155682,Not Present ,4,Other,3,Other,Other,3
5092,50,SantaFeSprings,Washington/Norwalk,33.972491,-118.073666,Compliant,Not Present,Not Present,1,Other,Not Present,Not Present
5093,50,Commerce,Washington/Leo,33.997611,-118.152036,Compliant,3,Other,3,Other,Other,3
5094,50,Whittier,Washington/Rockne,33.973128,-118.076405,Compliant,3,Other,4,Other,Other,3
5095,50,Commerce,Washington/Telegraph,33.995682,-118.142225,Not Present ,2,Other,2,Other,Other,2
5096,50,Whittier,Washington/Pioneer,33.973693,-118.078712,Not Present ,Not Present,Not Present,4,Other,Other,3
5097,50,Commerce,Washington/Saybrook,33.998013,-118.13869,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5098,50,Pico Rivera,Washington/Pico Vista,33.977087,-118.085684,Compliant,Not Present,Not Present,2,Other,Other,3
5099,50,Commerce,Washington/Gayhart,33.999946,-118.135657,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6000,60,Pico Rivera,San Gabriel River Pkwy,34.011936,-118.06842,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6001,60,Pico Rivera,Telegraph & Arrington,33.960241,-118.108305,Compliant,3,Other,3,Other,Other,3
6002,60,Pico Rivera,Manning/Beverly,34.0066,-118.071227,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6003,60,Pico Rivera,Serapis/Telegraph,33.959075,-118.106118,Compliant,Not Present,Not Present,Not Present,Not Present,Other,2
6004,60,Pico Rivera,Durfee/Beverly Rd.,34.005597,-118.077854,Compliant,Not Present,Not Present,3,Other,Other,3
6005,60,Pico Rivera,Passons/Telegraph,33.956327,-118.102352,Compliant,Not Present,Other,3,Other,Other,3
6006,60,Pico Rivera,Rosemead Beverly Rd,34.007662,-118.08203,Not Present ,Not Present,Not Present,3,Other,Other,3
6007,60,Pico Rivera,Passons/Sunglow,33.959844,-118.100572,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
6009,60,Pico Rivera,Passons/La Docena,33.9625,-118.100181,Compliant,Not Present,Not Present,Not Present,Not Present,Other,1
6011,60,Pico Rivera,Passons/Shade,33.964563,-118.099059,Compliant,Not Present,Not Present,3,Other,Other,3
6012,60,Pico Rivera,Pico Terminal - Jackson & Passons,33.997225,-118.078843,Compliant,3,Other,3,Other,Other,3
6013,60,Pico Rivera,Passons/Myron,33.965709,-118.098338,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6014,60,Pico Rivera,Passons/Almo,33.996017,-118.079593,Compliant,Not Present,Not Present,3,Other,Other,3
6015,60,Pico Rivera,Passons/Slauson,33.968411,-118.09728,Compliant,3,Other,3,Other,Other,3
6016,60,Pico Rivera,Passons/Reichling,33.991531,-118.082422,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6017,60,Pico Rivera,Passons/Rivera,33.970443,-118.095272,Compliant,Not Present,Not Present,3,Other,Other,3
6018,60,Pico Rivera,Passons/Mines,33.989246,-118.083826,Compliant,Not Present,Not Present,3,Other,Other,3
6020,60,Pico Rivera,Passons/Balfour,33.986324,-118.085606,Compliant,Not Present,Not Present,3,Other,Other,3
6021,60,Pico Rivera,Passons/Call,33.972921,-118.094324,Compliant,Not Present,Not Present,3,Other,Other,3
6022,60,Pico Rivera,El Rancho High School,33.982665,-118.087886,Compliant,3,Other,4,Other,Other,3
6023,60,Pico Rivera,Passons/Foxbury,33.975283,-118.09312,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6024,60,Pico Rivera,Passons/Wampler,33.981286,-118.088736,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6025,60,Pico Rivera,Passons/Danbridge,33.976518,-118.092253,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6026,60,Pico Rivera,Passons/Washington,33.979479,-118.089992,Compliant,Not Present,Not Present,2,Other,Other,2
6027,60,Pico Rivera,Passons/Washington,33.979081,-118.090455,Compliant,Not Present,Not Present,3,Other,Other,3
6028,60,Pico Rivera,Passons/Danbridge,33.976275,-118.092556,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6029,60,Pico Rivera,El Rancho High School,33.98353,-118.087288,Compliant,Not Present,Not Present,3,Other,Other,3
6030,60,Pico Rivera,Passons/Rex,33.973593,-118.094168,Compliant,Not Present,Not Present,3,Other,Other,3
6031,60,Pico Rivera,Passons/Balfour,33.985951,-118.085654,Compliant,Not Present,Not Present,3,Other,Other,3
6033,60,Pico Rivera,Passons/Mines,33.988746,-118.083966,Compliant,Not Present,Not Present,3,Other,Other,3
6034,60,Pico Rivera,Passons/Rivera,33.970244,-118.095526,Compliant,Not Present,Not Present,3,Other,Other,3
6035,60,Pico Rivera,Passons/Reichling,33.991643,-118.082219,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6036,60,Pico Rivera,Passons/Slauson,33.968054,-118.097499,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6037,60,Pico Rivera,passons / bexley,34,-118.078957,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6038,60,Pico Rivera,Passons/Myron,33.965845,-118.098505,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6039,60,Pico Rivera,Passons/Loch Lomond,33.994516,-118.080425,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6040,60,Pico Rivera,Passons/Shade,33.964562,-118.09923,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6041,60,Pico Rivera,Passons/Glen Canyon,33.996293,-118.079315,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6042,60,Pico Rivera,Passons/La Docena,33.962452,-118.100278,Compliant,Not Present,Not Present,3,Other,Other,3
6043,60,Pico Rivera,Pico Terminal - Jackson & Passons,33.997998,-118.079112,Compliant,Not Present,Not Present,3,Other,Other,3
6044,60,Pico Rivera,Passons/Sunglow,33.960149,-118.100621,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6046,60,Pico Rivera,Passons/Telegraph,33.956186,-118.102515,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6047,60,Pico Rivera,Rosemead/Whittier,34.001664,-118.083682,Compliant,4,Other,3,Other,Other,4
6048,60,Pico Rivera,Telegraph/Serapis,33.958369,-118.106144,Compliant,Not Present,Not Present,3,Other,Other,4
6049,60,Pico Rivera,Rosemead/Olympic,34.00596,-118.082267,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6051,60,Pico Rivera,Rosemead/Beverly Rd.,34.007565,-118.081736,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6053,60,Pico Rivera,Durfee/Berverly Rd.,34.005925,-118.077286,Compliant,Not Present,Not Present,3,Other,Other,3
6055,60,Pico Rivera,Durfee/Beverly Blvd.,34.008899,-118.076395,Compliant,Not Present,Not Present,3,Other,Other,3
6057,60,Pico Rivera,Durfee/Dork,34.011203,-118.075662,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6059,60,Pico Rivera,Durfee/Harrell,34.012711,-118.075226,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6061,60,Pico Rivera,Durfee/Banta,34.014231,-118.074741,Compliant,Not Present,Not Present,3,Other,Other,3
6063,60,Pico Rivera,Durfee/Gallatin,34.016077,-118.074116,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
6065,60,Pico Rivera,Durfee/Sandown,34.017956,-118.072319,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6067,60,Pico Rivera,Cate/Chappelle,34.017561,-118.07052,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
6069,60,Pico Rivera,Woodford/Sandoval,34.016389,-118.069334,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
6071,60,Pico Rivera,Woodford/Banta,34.014589,-118.068261,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
7001,70,Montebello,Metrolink,34.006321,-118.125065,Compliant,4,Brown Shelter (Brick Pillars),3,Concrete Standalone,Cement,3
7003,70,Montebello,Mines/Vail,34.006134,-118.121458,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7006,70,Montebello,Montebello Plaza,34.032088,-118.125177,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
7007,70,Montebello,Mines/Greenwood,34.003168,-118.114194,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7008,70,Montebello,Wilcox/Via Paseo,34.029779,-118.12484,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7009,70,Montebello,Mines/Montebello,34.002043,-118.111348,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7010,70,Montebello,Wilcox/Hay,34.027502,-118.124155,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
7011,70,Montebello,Montebello/Hughes,33.999849,-118.112769,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7012,70,Montebello,Wilcox/Lincoln,34.024023,-118.121804,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7013,70,Montebello,Montebello/Beach,33.998166,-118.113791,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7014,70,Montebello,Wilcox/Victoria,34.022257,-118.122546,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7016,70,Montebello,Wilcox/Beverly,34.02014,-118.123173,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
7018,70,Montebello,Wilcox/Madison,34.017023,-118.12413,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7020,70,Montebello,Wilcox/Whittier,34.01414,-118.124991,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7023,70,Montebello,Maple/Beach,34.001376,-118.121088,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7025,70,Montebello,Mines/Maple,34.005333,-118.119236,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7030,70,Commerce,Flotilla/Garfield,34.005601,-118.130218,Compliant,Not Present,Not Present,3,Other,Other,1
7039,70,Montebello,Wilcox/Whittier,34.015383,-118.124498,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7041,70,Montebello,Wilcox/Madison,34.017092,-118.123969,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7043,70,Montebello,Wilcox/Beverly,34.020161,-118.123013,Compliant,5,Black Shelter,5,Bench with Dividers,Metal / Aluminum,5
7045,70,Montebello,Wilcox/Victoria,34.022291,-118.122325,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7047,70,Montebello,Wilcox/Lincoln,34.024491,-118.121864,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7049,70,Montebello,Wilcox/Hay,34.027905,-118.123999,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
7051,70,Montebello,Montebello Plaza - Wilcox & Campo,34.032111,-118.124956,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7053,70,Montebello,Montebello Plaza,34.03276,-118.123532,Compliant,Not Present,Not Present,2,Concrete Standalone,Cement,2
7055,70,Montebello,Via Campo/Markland,34.032832,-118.120592,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7061,70,Montebello,Town Center Dr/JC Penny,34.036943,-118.086563,Compliant,3,Brown Shelter (Brick Pillars),2,Bench withoutÂ Dividers,Cement,2
7063,70,Rosemead,The Shops at Montebello -Robinsons May,34.036638,-118.080818,Compliant,3,Other,3,Other,Other,3
7081,70,Monterey Park,Potrero Grande/Markland N,34.035069,-118.117743,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7082,70,Monterey Park,Potrero Grande/Market Place,34.039427,-118.108353,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7083,70,San Gabriel,Potrero Grande/Arroyo NB,34.045175,-118.099911,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7084,70,San Gabriel,Hill/Potrero Grande,34.047975,-118.098032,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7085,70,Montebello,Hill/Arland,34.045912,-118.094116,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7086,70,San Gabriel,Paramount/Hill,34.044145,-118.090747,Compliant,3,Other,3,Other,Other,3
7087,70,Montebello,Paramount & Arroyo NB,34.041366,-118.092147,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7088,70,Montebello,Paramount/Marketplace,34.037224,-118.093473,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7091,70,Montebello,Paramount/Montebello,34.034591,-118.09097,Compliant,Not Present,Not Present,2,Concrete Standalone,Cement,3
7092,70,Montebello,Paramount/Market Place Dr,34.037532,-118.093247,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7093,70,Montebello,Paramount/Arroyo SB,34.041322,-118.091836,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7094,70,San Gabriel,Hill/South Gabriel,34.044855,-118.091038,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7095,70,Commerce,Hill/Arland,34.04586,-118.093495,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7096,70,San Gabriel,Potrero Grande/Mooney,34.048089,-118.098619,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7097,70,Monterey Park,PotreroGrande/Arroyo SB,34.044559,-118.100552,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
7098,70,Monterey Park,Potrero Grande/Saturn,34.039512,-118.108764,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
7099,70,Monterey Park,Potrero Grande/Markland SB,34.035191,-118.117858,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9009,90,Los Angeles,Olive/G. K. Way,34.053059,-118.249814,Compliant,3,Other,3,Other,Other,3
9020,90,Los Angeles,Spring/1st,34.052565,-118.24473,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9026,90,Los Angeles,Spring & 2nd,34.051244,-118.246077,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9036,90,Montebello,Montebello Mart,34.019472,-118.105519,Compliant,4,Other,4,Other,Other,4
9067,90,East Los Angeles,Beverly/Atlantic E (Express),34.031873,-118.153365,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9999,0,La Mirada,LA Mirada/ Santa Gertrudes,33.92042683,-117.994386,Not Present ,Not Present,Not Present,3,Other,Not Present,Not Present
9999,0,Monterey Park,ELAC/Collegian Ave,34.03603604,-118.1290943,Compliant,4,Other,4,Other,Other,3
9999,0,Los Angeles,washington/ broadway,34.03142198,-118.2658306,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9999,0,Pico Rivera,Whittier/Rosemead,34.00231125,-118.0845968,Compliant,4,Other,4,Other,Other,4
9999,0,Los Angeles,Eastern/Mariana,34.05405405,-118.175944,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
9999,0,Los Angeles,Eastern/Ramona,34.05945,-118.1728686,Compliant,4,Other,3,Other,Other,3
9999,0,Los Angeles,Eastern/Lotta Dr.,34.05388109,-118.1729568,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9999,0,Whittier,Painter/La Cuarta,33.96818699,-118.0327507,Compliant,4,Other,4,Other,Other,3
9999,0,San Gabriel,San Gabriel/ Broadway northbound,34.09009009,-118.0956841,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9999,0,Montebello,Beverly/3rd St,34.01801802,-118.1040145,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
9999,0,Monterey Park,Beverly/Via San Clemente,34.03603604,-118.1290943,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
9999,0,Los Angeles,4th / Cummings,34.03603604,-118.2160659,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
9999,0,Pico Rivera,Beverly/Pico Park,34.00829396,-118.0730445,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10100,10,Montebello,Whittier/Garfield,34.014896,-118.130514,Compliant,4,Black Shelter (Title Roof),3,Backless w/Â Dividers,Metal / Aluminum,1
10101,10,Whittier,Painter/Mar Vista,33.973779,-118.032791,Compliant,4,Other,4,Other,Other,3
10102,10,East Los Angeles,Whittier/Via Del Or,34.015348,-118.132873,Compliant,3,Other,3,Other,Other,3
10103,10,Whittier,Painter/Walnut,33.971975,-118.032793,Compliant,4,Other,4,Other,Other,3
10104,10,East Los Angeles,Whittier/Saybrook,34.016073,-118.136306,Compliant,4,Other,4,Other,Not Present,Not Present
10105,10,Whittier,Painter/La Cuarta,33.968849,-118.032577,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10106,10,East Los Angeles,Whittier/Findlay,34.016726,-118.139424,Compliant,4,Other,4,Other,Other,3
10107,10,Whittier,Painter/Russell,33.965746,-118.032788,Compliant,4,Other,4,Other,Other,3
10108,10,East Los Angeles,Whittier/Leonard,34.017598,-118.143475,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10109,10,Whittier,Whittier/Painter,33.962836,-118.03248,Compliant,4,Other,4,Other,Other,4
10110,10,East Los Angeles,Whittier/Keenan,34.018136,-118.14546,Compliant,4,Other,3,Other,Other,3
10111,10,Whittier,Whittier/Laurel,33.96116,-118.029686,Compliant,Not Present,Not Present,3,Other,Other,3
10112,10,Commerce,Whittier/Gerhart,34.018485,-118.147541,Compliant,2,Other,3,Other,Other,3
10113,10,Whittier,Whittier/Jacmar,33.959078,-118.02589,Compliant,Not Present,Not Present,3,Other,Other,4
10114,10,East Los Angeles,Whittier/Hoeffner,34.019107,-118.150588,Compliant,3,Other,2,Other,Not Present,Not Present
10115,10,Whittier,Whittier/Strub,33.958068,-118.02418,Not Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
10116,10,Commerce,Whittier/Goodrich,34.019685,-118.153388,Compliant,3,Other,4,Other,Metal / Aluminum,3
10117,10,Whittier,Whittier/Ocean view,33.955548,-118.019556,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
10118,10,East Los Angeles,Whittier/Atlantic,34.020474,-118.157026,Not Present ,3,Other,3,Other,Other,3
10119,10,Whittier,Whittier/Gunn,33.953646,-118.016087,Compliant,Not Present,Not Present,3,Other,Other,3
10120,10,East Los Angeles,Atlantic/Hubbard,34.022479,-118.156549,Compliant,4,Other,4,Other,Other,3
10121,10,Whittier,Whittier/Mills,33.950745,-118.010869,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
10122,10,East Los Angeles,Atlantic/6th,34.025152,-118.155761,Compliant,3,Other,4,Other,Other,3
10123,10,Whittier,Whittier & Colima,33.948907,-118.0073,Compliant,4,Other,4,Other,Other,3
10124,10,East Los Angeles,Atlantic/Eagle,34.027004,-118.155187,Compliant,4,Other,4,Other,Other,3
10125,10,Whittier,Whittier/Scott,33.946645,-118.000132,Not Compliant,4,Other,4,Other,Other,3
10126,10,East Los Angeles,Atlantic/4th,34.029582,-118.15443,Compliant,4,Other,3,Other,Not Present,Not Present
10127,10,Whittier,Whittwood Mall,33.944961,-117.998412,Compliant,3,Other,3,Other,Other,3
10128,10,East Los Angeles,Atlantic/Pomona,34.032964,-118.152852,Compliant,4,Other,4,Other,Other,2
10130,10,Monterey Park,Atlantic/Riggin,34.037686,-118.14601,Compliant,4,Other,3,Other,Other,3
10131,10,Monterey Park,Cesar Chavez/Collegian,34.03854,-118.14729,Compliant,Not Present,Not Present,3,Other,Other,4
10132,10,Monterey Park,Cesar Chavez/Schoolside,34.039754,-118.149237,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10133,10,Monterey Park,Cesar Chavez/Westcott,34.040734,-118.153203,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
10134,10,East Los Angeles,Cesar Chavez/Vancouver,34.040694,-118.157011,Compliant,Not Present,Not Present,2,Other,Other,3
10135,10,East Los Angeles,Cesar Chavez / Belvedere Park,34.040712,-118.158758,Compliant,Not Present,Not Present,4,Other,Not Present,Not Present
10136,10,East Los Angeles,Cesar Chavez/Mednik,34.040677,-118.162326,Compliant,4,Other,4,Other,Other,3
10137,10,East Los Angeles,Cesar Chavez/Dangler,34.040664,-118.164647,Compliant,4,Other,4,Other,Other,3
10138,10,East Los Angeles,Cesar Chavez/McDonnell,34.040683,-118.16683,Compliant,3,Other,3,Other,Other,3
10139,10,East Los Angeles,Cesar Chavez/Ford,34.040667,-118.168967,Compliant,Not Present,Not Present,4,Other,Other,3
10140,10,East Los Angeles,Cesar Chavez/Humphreys,34.040663,-118.171215,Compliant,4,Other,4,Other,Other,3
10141,10,East Los Angeles,Eastern/Hammel,34.042229,-118.173531,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10142,10,East Los Angeles,Eastern/Floral,34.044433,-118.17351,Compliant,Not Present,Not Present,4,Other,Other,3
10143,10,East Los Angeles,Eastern/Sheriff Rd,34.05102,-118.17475,Compliant,Not Present,Not Present,4,Other,Other,1
10144,10,East Los Angeles,Eastern/Hauck,34.05386,-118.17265,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
10145,10,East Los Angeles,Eastern/City Terrace,34.05778,-118.1721,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
10146,10,East Los Angeles,Ramona/Eastern,34.05937,-118.172684,Compliant,4,Other,3,Other,Other,4
10147,10,Los Angeles,Cal State Los Angeles,34.06319,-118.16817,Not Present ,Not Present,Not Present,4,Other,Not Present,Not Present
10148,10,Los Angeles,Cal State Los Angeles,34.063112,-118.168773,Compliant,Not Present,Not Present,4,Other,Other,3
10150,10,East Los Angeles,Eastern/City Terrace,34.05776,-118.17227,Compliant,4,Other,3,Other,Other,4
10152,10,East Los Angeles,Eastern/Sheriff Rd,34.05155,-118.17431,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10153,10,East Los Angeles,Eastern/Marianna,34.04736,-118.17527,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10154,10,East Los Angeles,Eastern/Floral,34.04386,-118.17372,Compliant,Not Present,Not Present,4,Other,Not Present,Not Present
10155,10,East Los Angeles,Eastern/Hammel,34.04228,-118.17367,Compliant,Not Present,Not Present,Not Present,Not Present,Other,2
10156,10,East Los Angeles,Cesar Chavez/Eastern,34.04055,-118.173291,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10157,10,East Los Angeles,Cesar Chavez/Humphreys,34.040533,-118.171543,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
10158,10,East Los Angeles,Cesar Chavez/Ford,34.04045,-118.16885,Compliant,3,Other,3,Other,Other,3
10159,10,East Los Angeles,Cesar Chavez/McDonnell,34.04046,-118.16667,Compliant,3,Other,3,Other,Other,2
10160,10,East Los Angeles,Cesar Chavez/Dangler,34.040577,-118.16498,Compliant,2,Other,3,Other,Other,1
10161,10,East Los Angeles,Cesar Chavez/Mednik,34.040592,-118.162205,Not Present ,4,Other,4,Other,Other,3
10162,10,East Los Angeles,Belvedere Park,34.040601,-118.158567,Compliant,3,Other,4,Other,Other,4
10163,10,Monterey Park,Cesar Chavez/Vancouver,34.040626,-118.156387,Compliant,4,Other,3,Other,Other,3
10164,10,Monterey Park,Cesar Chavez/Westcott,34.040637,-118.15354,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
10165,10,Monterey Park,Cesar Chavez/Schoolside,34.04015,-118.150525,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
10166,10,Monterey Park,ELAC Frontage,34.039711,-118.149431,Compliant,Not Present,Not Present,3,Other,Other,3
10167,10,Monterey Park,Cesar Chavez/Collegian,34.038387,-118.147322,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
20101,20,San Gabriel,San Gabriel/Mission,34.090577,-118.090758,Compliant,2,Other,2,Other,Other,2
20103,20,San Gabriel,San Gabriel/Pearl,34.092896,-118.090783,Compliant,Not Present,Not Present,3,Other,Other,3
30100,30,Commerce,Garfield/Elm,33.991379,-118.134617,Compliant,4,Other,3,Other,Other,3
30101,30,Alhambra,Garfield/Park,34.088977,-118.122984,Compliant,Not Present,Not Present,3,Other,Other,3
30102,30,Commerce,Garfield/Telegraph,33.988012,-118.136902,Compliant,Not Present,Not Present,2,Other,Other,3
30103,30,Alhambra,Garfield/Beacon,34.091447,-118.124147,Compliant,Not Present,Not Present,2,Other,Other,4
30104,30,Commerce,Garfield/Bandini,33.986436,-118.138522,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
30105,30,Alhambra,Garfield/Commonwealth,34.092493,-118.124849,Compliant,Not Present,Not Present,2,Concrete Standalone,Not Present,Not Present
30106,30,Commerce,Garfield/Slauson,33.982593,-118.141535,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
30108,30,Commerce,Garfield/Slauson-RR,33.979203,-118.143679,Compliant,Not Present,Not Present,3,Other,Other,3
30109,30,Alhambra,Garfield/Main,34.095384,-118.126904,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
30110,30,Commerce,Garfield/Randolph,33.977113,-118.144995,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
