stop_id,route_id,city,name,latitude,longitude,adv,shelter_rating,shelter_type,bench_rating,bench_type,trash_can_type,trash_can_rating
3030,30,Alhambra,Garfield/Los Higos,34.085399,-118.123185,Compliant,Not Present,Not Present,2,Other,Other,1
3031,30,Commerce,Garfield/Yates,33.994118,-118.134557,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3032,30,Alhambra,Garfield/San Marino,34.082494,-118.123184,Compliant,Not Present,Not Present,2,Other,Other,4
3033,30,Commerce,Garfield/Malt,33.996627,-118.134486,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3034,30,Alhambra,Garfield/Shorb,34.080525,-118.123143,Compliant,Not Present,Not Present,1,Other,Other,3
3035,30,Commerce,Garfield/Washington,34.000632,-118.132605,Not Present ,4,Other,3,Other,Other,3
3036,30,Alhambra,Garfield/Valley,34.078897,-118.123153,Compliant,Not Present,Not Present,3,Other,Other,3
3037,30,Commerce,Garfield/Flotilla,34.006006,-118.131263,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3038,30,Alhambra,Garfield/Norwood,34.075519,-118.123085,Compliant,Not Present,Not Present,2,Other,Other,3
3039,30,Commerce,Garfield/Ferguson,34.008592,-118.131288,Not Present ,4,Other,4,Other,Other,4
3040,30,Alhambra,Garfield/Glendon,34.07427,-118.123044,Compliant,Not Present,Not Present,1,Other,Not Present,Not Present
3041,30,East Los Angeles,Garfield/Olympic,34.011749,-118.130701,Compliant,4,Other,4,Other,Other,3
3042,30,Monterey Park,Garfield/Hellman,34.069461,-118.123011,Compliant,3,Other,2,Other,Other,3
3043,30,East Los Angeles,Garfield/Allston,34.013612,-118.130238,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3044,30,Monterey Park,Garfield/GarfieldMedCtr,34.068002,-118.122985,Compliant,3,Other,2,Other,Other,3
3045,30,Montebello,Garfield/Whitter,34.014824,-118.129825,Compliant,3,Black Shelter,3,Bench with Dividers,Metal / Aluminum,3
3046,30,Monterey Park,Garfield/Emerson,34.065945,-118.122945,Compliant,3,Other,2,Other,Other,3
3047,30,Montebello,Garfield/Madison,34.018077,-118.130398,Compliant,Not Present,Not Present,3,Blue Metal,Not Present,Not Present
3048,30,Monterey Park,Garfield/Garvey,34.061957,-118.122909,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
3049,30,Montebello,Garfield/Hay,34.019499,-118.132842,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3050,30,Monterey Park,Garfield/Newmark,34.059539,-118.122876,Compliant,Not Present,Not Present,2,Other,Not Present,Not Present
3051,30,Montebello,Garfield/Beverly,34.021933,-118.134023,Compliant,4,Black Shelter,4,Bench with Dividers,Metal / Aluminum,4
3052,30,Monterey Park,Garfield/Grandridge,34.054814,-118.126113,Compliant,3,Other,2,Other,Other,2
3053,30,Montebello,Garfield/Via Acosta,34.023916,-118.132649,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3054,30,Monterey Park,Garfield/Maronde,34.051378,-118.127318,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
3055,30,Montebello,Garfield/ViaSanDelaro,34.025455,-118.130642,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3056,30,Monterey Park,Garfield/El Repetto,34.047371,-118.128889,Compliant,Not Present,Not Present,3,Other,Other,3
3057,30,Montebello,Garfield/Via Altamira,34.027046,-118.128886,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3058,30,Monterey Park,Garfield/Keller,34.0443,-118.128589,Compliant,Not Present,Not Present,2,Other,Other,3
3059,30,Montebello,Garfield/Via Paseo,34.02959,-118.128179,Compliant,Not Present,Not Present,3,Blue Metal,Not Present,Not Present
3060,30,Monterey Park,Garfield/Elmgate,34.041165,-118.129222,Compliant,3,Other,1,Other,Other,3
3061,30,Montebello,Garfield/ViaPaseo-Campo,34.030517,-118.128555,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
3062,30,Monterey Park,Garfield/Arlight,34.038726,-118.129575,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3063,30,Monterey Park,Garfield/Pomona,34.033656,-118.12995,Compliant,Not Present,Not Present,1,Other,Not Present,Not Present
3064,30,Monterey Park,Garfield/Riggin,34.036982,-118.130562,Compliant,3,Other,2,Other,Other,3
3065,30,Monterey Park,Garfield/Riggin,34.037084,-118.130348,Compliant,Not Present,Not Present,1,Other,Not Present,Not Present
3066,30,Monterey Park,Garfield/Fernfield,34.034283,-118.13026,Compliant,Not Present,Not Present,2,Other,Other,3
3067,30,Monterey Park,Garfield/Floral,34.038707,-118.129413,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3068,30,Montebello,Garfield/Via Campo,34.032262,-118.129915,Compliant,Not Present,Not Present,2,Blue Metal,Cement,3
3069,30,Monterey Park,Garfield/Elmgate,34.040846,-118.129064,Compliant,3,Other,3,Other,Other,3
3070,30,Montebello,Garfield/ViaCampo-Paseo,34.029618,-118.128432,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
3071,30,Monterey Park,Garfield/Coral View,34.044215,-118.128317,Compliant,Not Present,Not Present,3,Other,Other,3
3072,30,Montebello,Garfield/Via Atlamira,34.02727,-118.128898,Compliant,Not Present,Not Present,3,Blue Metal,Cement,3
3073,30,Monterey Park,Garfield/El Repetto,34.047406,-118.128684,Compliant,Not Present,Not Present,2,Other,Other,3
3074,30,Montebello,Garfield/ViaSanDelarro,34.025918,-118.130359,Compliant,Not Present,Not Present,3,Blue Metal,Cement,1
3075,30,Monterey Park,Garfield/MarondeWay,34.051166,-118.127176,Compliant,Not Present,Not Present,2,Other,Other,3
3076,30,Montebello,Garfield/Via Acosta,34.023999,-118.132766,Compliant,Not Present,Not Present,3,Blue Metal,Not Present,Not Present
3077,30,Monterey Park,Garfield/Graves,34.055087,-118.125787,Compliant,3,Other,Not Present,Not Present,Other,4
3078,30,Montebello,Garfield/Beverly,34.022766,-118.133972,Compliant,3,Black Shelter,3,Bench with Dividers,Pole Mounted,4
3079,30,Monterey Park,Garfield/Newmark,34.06007,-118.122725,Compliant,Not Present,Not Present,3,Other,Other,3
3080,30,Montebello,Garfield/Hay,34.01918,-118.132613,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3081,30,Monterey Park,Garfield/Garvey,34.063066,-118.122695,Compliant,4,Other,3,Other,Other,1
3082,30,Montebello,Garfield/Madison,34.017863,-118.130393,Compliant,Not Present,Not Present,2,Blue Metal,Not Present,Not Present
3083,30,Monterey Park,Garfield/Emerson,34.066418,-118.122798,Compliant,Not Present,Not Present,2,Other,Other,3
3084,30,Montebello,Garfield/Whitter,34.014351,-118.130224,Compliant,4,Black Shelter,3,Backless w/Â Dividers,Metal / Aluminum,3
3085,30,Monterey Park,Garfield/GarfieldMedCtr,34.068057,-118.122791,Compliant,3,Other,3,Other,Other,3
3086,30,East Los Angeles,Garfield/Allston,34.013554,-118.13045,Compliant,2,Other,2,Other,Other,2
3087,30,Monterey Park,Garfield/Hellman,34.069467,-118.122803,Not Present ,4,Other,4,Other,Other,3
3088,30,East Los Angeles,Garfield/Olympic,34.011828,-118.130868,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3089,30,Alhambra,Garfield/GlendonWay,34.074402,-118.122894,Compliant,Not Present,Not Present,2,Other,Other,3
3090,30,East Los Angeles,Garfield/Ferguson,34.008103,-118.131531,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3091,30,Alhambra,Garfield/Norwood,34.076622,-118.122898,Compliant,Not Present,Not Present,2,Other,Other,2
3092,30,Commerce,Garfield/Flotilla,34.005455,-118.131422,Not Present ,3,Other,2,Other,Other,3
3093,30,Alhambra,Garfield/Valley BL,34.078327,-118.122944,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3094,30,Commerce,Garfield/Washington,34.000741,-118.132822,Not Present ,Not Present,Other,2,Bench with Dividers,Other,Not Present
3095,30,Alhambra,Garfield/Shorb,34.080949,-118.122965,Compliant,Not Present,Not Present,2,Concrete Standalone,Other,3
3096,30,Commerce,Garfield/Malt,33.996888,-118.134744,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3097,30,Alhambra,Garfield/San Marino,34.083135,-118.122988,Compliant,Not Present,Not Present,1,Other,Other,4
3098,30,Commerce,Garfield/Yates,33.993532,-118.134821,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
3099,30,Alhambra,Garfield/Los Higos,34.085888,-118.122874,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4000,40,Whittier,Beverly & Norwalk,33.997969,-118.054664,Compliant,Not Present,Not Present,4,Other,Other,3
4001,40,Los Angeles,Beaudry & 5th,34.054423,-118.258446,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
4003,40,Los Angeles,4th/Figueroa,34.053631,-118.25623,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4004,40,Whittier,Beverly/Carley,34.000724,-118.058247,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
4005,40,Los Angeles,6th/Flower,34.050118,-118.257127,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
4007,40,Los Angeles,Olive/5th,34.049235,-118.253094,Compliant,2,Other,2,Other,Other,3
4008,40,Pico Rivera,Beverly/Abbeywood,34.006168,-118.066609,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4009,40,Los Angeles,4th/Broadway,34.049236,-118.249119,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4010,40,Pico Rivera,Beverly/Sandoval,34.0082,-118.073029,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
4011,40,Los Angeles,4th/Main,34.04824,-118.247416,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4012,40,Pico Rivera,Beverly/Durfee,34.009326,-118.07664,Compliant,Not Present,Not Present,2,Other,Other,2
4013,40,Los Angeles,4th/Los Angeles,34.047409,-118.246402,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4014,40,Pico Rivera,Beverly/Rosemead,34.010515,-118.08042,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4015,40,Los Angeles,4th/Wall,34.046465,-118.244924,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4016,40,Pico Rivera,Beverly/Acacia,34.011267,-118.082851,Compliant,Not Present,Not Present,2,Other,Other,3
4017,40,Los Angeles,4th/San Pedro,34.045597,-118.242716,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4018,40,Pico Rivera,Beverly/Paramount,34.012086,-118.085457,Compliant,4,Other,3,Other,Other,3
4019,40,Los Angeles,4th/Towne,34.044462,-118.240924,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4020,40,Pico Rivera,Beverly/Pine,34.013019,-118.08841,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
4021,40,Los Angeles,4th/Alameda,34.043221,-118.237761,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4023,40,Los Angeles,4th/Merrick,34.043216,-118.234678,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4024,40,Montebello,Beverly/Poplar,34.015454,-118.097285,Compliant,Not Present,Not Present,2,Other,Not Present,Not Present
4025,40,Los Angeles,4th/Anderson,34.041973,-118.225462,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4026,40,Montebello,Beverly/2nd,34.015911,-118.099617,Compliant,Not Present,Not Present,1,Blue Metal,Not Present,Not Present
4027,40,Los Angeles,4th/Gless,34.042824,-118.22295,Compliant,4,Other,2,Other,Other,3
4028,40,Montebello,Beverly/4th,34.016244,-118.101099,Compliant,Not Present,Not Present,2,Blue Metal,Not Present,Not Present
4029,40,Los Angeles,4th/Boyle,34.043035,-118.219219,Compliant,3,Other,3,Other,Other,3
4030,40,Montebello,Beverly/6th,34.016804,-118.103733,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4031,40,Los Angeles,4th/Chummings,34.042824,-118.217101,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4032,40,Montebello,Beverly & Montebello,34.017436,-118.106361,Compliant,4,Black Shelter,3,Bench with Dividers,Pole Mounted,3
4033,40,Los Angeles,4th/Chicago,34.041802,-118.214507,Compliant,3,Other,3,Other,Other,3
4034,40,Montebello,Beverly/Howard,34.018091,-118.109775,Compliant,4,Black Shelter,3,Bench with Dividers,Pole Mounted,3
4035,40,Los Angeles,4th/Soto,34.040666,-118.212183,Compliant,Not Present,Not Present,3,Other,Other,1
4036,40,Montebello,Beverly/Taylor,34.018571,-118.112072,Not Present ,4,Black Shelter,3,Bench with Dividers,Pole Mounted,3
4037,40,Los Angeles,4th/Mott,34.038985,-118.208233,Compliant,Not Present,Not Present,3,Other,Other,2
4038,40,Montebello,Beverly/Maple,34.018999,-118.114176,Compliant,Not Present,Not Present,3,Blue Metal,Not Present,Not Present
4039,40,Los Angeles,4th/Evergreen,34.037124,-118.204092,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
4040,40,Montebello,Beverly/Civic Center,34.019426,-118.116212,Compliant,Not Present,Not Present,2,Blue Metal,Not Present,Not Present
4041,40,Los Angeles,4th/Fresno,34.035704,-118.2009,Compliant,Not Present,Not Present,3,Other,Other,1
4042,40,Montebello,Beverly/20th,34.020357,-118.120511,Compliant,Not Present,Not Present,2,Blue Metal,Metal / Aluminum,3
4043,40,Los Angeles,4th/Concord,34.034721,-118.198696,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4044,40,Montebello,Beverly/Wilcox,34.02113,-118.124104,Compliant,4,Black Shelter,3,Bench with Dividers,Metal / Aluminum,1
4045,40,Los Angeles,4th/Lorena,34.033796,-118.196762,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4046,40,Montebello,Beverly/Via Val Verde,34.021521,-118.126643,Not Present ,4,Black Shelter,3,Bench with Dividers,Pole Mounted,3
4047,40,East Los Angeles,3rd/Indiana,34.033135,-118.193157,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4048,40,Montebello,Beverly/Concourse,34.021311,-118.128391,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4049,40,East Los Angeles,3rd/Rowan,34.033247,-118.187607,Compliant,Not Present,Not Present,3,Other,Other,3
4050,40,Montebello,Beverly/Hay,34.020999,-118.130043,Compliant,Not Present,Not Present,3,Blue Metal,Cement,1
4051,40,East Los Angeles,3rd/Gage,34.033276,-118.185129,Compliant,Not Present,Not Present,2,Other,Other,1
4052,40,Montebello,Beverly/Garfield,34.022236,-118.133487,Compliant,Not Present,Not Present,3,Blue Metal,Metal / Aluminum,3
4053,40,East Los Angeles,3rd/Downey Rd,34.033273,-118.179725,Compliant,Not Present,Not Present,3,Other,Other,3
4054,40,Montebello,Beverly/San Clemente,34.023506,-118.135833,Compliant,Not Present,Not Present,3,Bench with Dividers,Not Present,Not Present
4055,40,East Los Angeles,3rd/Eastern,34.033255,-118.173308,Compliant,Not Present,Not Present,2,Other,Other,2
4056,40,Montebello,Beverly/Findlay,34.023899,-118.137652,Compliant,Not Present,Not Present,2,Blue Metal,Not Present,Not Present
4057,40,East Los Angeles,3rd/Ford,34.033233,-118.169553,Compliant,Not Present,Not Present,3,Other,Other,3
4058,40,Montebello,Beverly/Bradshaw,34.025062,-118.141614,Compliant,Not Present,Not Present,2,Blue Metal,Cement,1
4059,40,East Los Angeles,3rd/McDonnell,34.033247,-118.166337,Compliant,2,Other,1,Other,Other,1
4060,40,East Los Angeles,Beverly/Gerhart,34.02695,-118.144666,Compliant,2,Other,3,Other,Other,3
4061,40,East Los Angeles,3rd/Mednik,34.033358,-118.161332,Compliant,3,Other,2,Other,Other,2
4062,40,East Los Angeles,Beverly/Sadler,34.028614,-118.147461,Compliant,Not Present,Not Present,Not Present,Not Present,Other,1
4063,40,East Los Angeles,3rd/La Verne,34.033353,-118.158196,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4064,40,East Los Angeles,Beverly/Margaret,34.029575,-118.149062,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4065,40,East Los Angeles,Beverly/Woods,34.033044,-118.155262,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4066,40,East Los Angeles,Beverly/Hillview,34.030925,-118.151351,Not Present ,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4067,40,East Los Angeles,Beverly/Atlantic,34.032251,-118.153938,Compliant,2,Other,3,Other,Other,3
4068,40,East Los Angeles,Beverly/Atlantic,34.032026,-118.153227,Compliant,2,Other,3,Other,Not Present,Not Present
4069,40,East Los Angeles,Beverly/Hillview,34.030826,-118.151501,Compliant,Not Present,Not Present,4,Other,Not Present,Not Present
4070,40,East Los Angeles,3rd/LaVern,34.033524,-118.159142,Compliant,3,Other,3,Other,Other,3
4071,40,East Los Angeles,Beverly/Margaret,34.029763,-118.149763,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
4072,40,East Los Angeles,3rd/Mednik,34.033464,-118.162413,Compliant,3,Other,3,Other,Other,3
4073,40,East Los Angeles,Beverly/Sadler,34.028269,-118.147294,Compliant,Not Present,Not Present,Not Present,Not Present,Other,1
4074,40,East Los Angeles,3rd/McDonnell,34.033422,-118.167273,Compliant,3,Other,3,Other,Other,3
4075,40,East Los Angeles,Beverly/Gerhart,34.026525,-118.144398,Compliant,Not Present,Not Present,4,Other,Not Present,Not Present
4076,40,East Los Angeles,3rd/Ford,34.033403,-118.169547,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
4077,40,Montebello,Beverly/Bradshaw,34.024667,-118.141249,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4078,40,East Los Angeles,3rd/Eastern,34.033459,-118.174244,Compliant,Not Present,Not Present,3,Other,Other,3
4079,40,Montebello,Beverly/Findlay,34.023794,-118.138056,Compliant,Not Present,Not Present,3,Blue Metal,Cement,1
4080,40,East Los Angeles,3rd/Marianna,34.033457,-118.175915,Compliant,Not Present,Not Present,4,Other,Not Present,Not Present
4081,40,Montebello,Beverly/Garfield,34.021757,-118.133128,Compliant,4,Black Shelter,3,Bench with Dividers,Pole Mounted,3
4082,40,East Los Angeles,3rd/Sunol,34.033484,-118.17851,Compliant,Not Present,Not Present,4,Other,Other,1
4083,40,Montebello,Beverly/Hay,34.020806,-118.130726,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4084,40,East Los Angeles,3rd/Gage,34.033447,-118.184933,Compliant,Not Present,Not Present,3,Other,Other,3
4085,40,Montebello,Beverly/Concourse,34.020948,-118.128735,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4086,40,East Los Angeles,3rd/Rowan,34.033419,-118.186733,Compliant,Not Present,Not Present,3,Other,Other,3
4087,40,Montebello,Beverly/Via Val Verde,34.021344,-118.126158,Compliant,Not Present,Not Present,Not Present,Not Present,Cement,4
4088,40,Los Angeles,3rd/Ditman,34.033404,-118.188998,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4089,40,Montebello,Beverly/Wilcox,34.020527,-118.122202,Compliant,Not Present,Not Present,2,Blue Metal,Not Present,Not Present
4090,40,Los Angeles,3rd/Indiana,34.033364,-118.191012,Compliant,2,Other,2,Other,Not Present,Not Present
4091,40,Montebello,Beverly/20th,34.020046,-118.119894,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4092,40,Los Angeles,4th/Lorena,34.033924,-118.196577,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4093,40,Montebello,Beverly/Civic Center,34.019414,-118.116744,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4094,40,Los Angeles,4th/Concord,34.034735,-118.19847,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
4095,40,Montebello,Beverly/Maple,34.018662,-118.113477,Compliant,Not Present,Not Present,3,Blue Metal,Cement,1
4096,40,Los Angeles,4th/Fresno,34.035639,-118.20056,Compliant,Not Present,Not Present,3,Other,Other,2
4097,40,Montebello,Beverly/Taylor,34.018399,-118.112106,Compliant,Not Present,Not Present,3,Blue Metal,Not Present,Not Present
4098,40,Los Angeles,4th/Evergreen,34.037242,-118.204099,Compliant,Not Present,Not Present,3,Other,Other,2
4099,40,Montebello,Beverly/10th,34.0178,-118.109289,Compliant,Not Present,Not Present,3,Blue Metal,Cement,2
5001,50,Los Angeles,Beaudry/5th St Ln 50,34.053825,-118.259014,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
5002,50,La Mirada,Rosecrans/Jalon,33.898806,-118.007488,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5004,50,La Mirada,La Mirada/Rosecrans,33.899073,-118.010997,Compliant,Not Present,Not Present,3,Other,Other,2
5005,50,Los Angeles,4th St/Figueroa,34.0536,-118.256221,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5006,50,La Mirada,La Mirada/Alicante,33.902466,-118.011709,Compliant,Not Present,Not Present,Not Present,Not Present,Other,2
5007,50,Los Angeles,6th St/Flower,34.0501,-118.257102,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
5008,50,La Mirada,La Mirada/Civic Center,33.905548,-118.011653,Compliant,Not Present,Not Present,2,Other,Other,3
5009,50,Los Angeles,6th St/Hill,34.047705,-118.253804,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5010,50,La Mirada,La Mirada/Foster,33.908669,-118.011668,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5011,50,Los Angeles,Hill/7th St,34.045598,-118.254615,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5012,50,La Mirada,La Mirada/Tacuba,33.914164,-118.011752,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5013,50,Los Angeles,Hill/8th St,34.044266,-118.255982,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
5014,50,La Mirada,La Mirada/Imperial,33.917726,-118.011767,Compliant,3,Other,3,Other,Other,4
5015,50,Los Angeles,Hill/9th St,34.042664,-118.257505,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5016,50,La Mirada,La Mirada/Granada,33.922277,-118.011808,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5017,50,Los Angeles,Hill/Olympic,34.041326,-118.258839,Not Present ,3,Other,Not Present,Not Present,Not Present,Not Present
5018,50,La Mirada,La Mirada/Leffingwell,33.927301,-118.011694,Compliant,Not Present,Not Present,3,Other,Other,3
5019,50,Los Angeles,Hill/11th St,34.040075,-118.260011,Not Present ,Not Present,Not Present,Not Present,Not Present,Other,3
5020,50,Whittier,La Mirada/Hornell,33.930837,-118.011708,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5021,50,Los Angeles,Hill/12th St,34.038489,-118.261428,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5022,50,Whittier,Mulberry/La mirada,33.935324,-118.012247,Compliant,Not Present,Not Present,3,Other,Other,3
5023,50,Los Angeles,Hill/Pico,34.037821,-118.262111,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5024,50,Whittier,Mulberry/Colima,33.935515,-118.017097,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5025,50,Los Angeles,Hill/14th St,34.036246,-118.263426,Not Present ,Not Present,Not Present,3,Other,Other,3
5026,50,Whittier,Mulberry/Ruoff,33.940434,-118.02438,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5027,50,Los Angeles,Hil/Venice,34.034883,-118.264384,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
5028,50,Whittier,Mulberry/Mills,33.943132,-118.027788,Compliant,3,Other,4,Other,Other,1
5029,50,Los Angeles,Washington & Broadway LA E,34.031609,-118.266266,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
5030,50,Whittier,Mulberry/Gunn,33.945605,-118.031078,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5031,50,Los Angeles,Washington/Main,34.031154,-118.265122,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5032,50,Whittier,Mulberry/Calmada,33.948587,-118.035365,Compliant,Not Present,Not Present,5,Other,Other,3
5033,50,Los Angeles,Washington/Maple,34.029284,-118.261094,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5034,50,Whittier,Mulberry/Mariknoll,33.949832,-118.037155,Compliant,3,Other,2,Other,Not Present,Not Present
5035,50,Los Angeles,Washington/Trinity,34.028225,-118.258814,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5036,50,Whittier,Mulberry/Laurel,33.950981,-118.038978,Compliant,3,Other,3,Other,Not Present,Not Present
5037,50,Los Angeles,Washington/San Pedro,34.027383,-118.25695,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5038,50,Whittier,Painter/Mulberry,33.953684,-118.042381,Compliant,Not Present,Not Present,3,Other,Other,3
5039,50,Los Angeles,Washington/Griffith,34.025642,-118.253245,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5040,50,Whittier,Painter/Oval,33.955352,-118.040629,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5041,50,Los Angeles,Washington/Central,34.024075,-118.250042,Compliant,Not Present,Not Present,3,Other,Not Present,Not Present
5042,50,Whittier,Painter/Lambert,33.958002,-118.037995,Compliant,3,Other,3,Other,Other,3
5043,50,Los Angeles,Washington/Naomi,34.022723,-118.247611,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5044,50,Whittier,Painter/Cullen,33.962421,-118.033749,Compliant,4,Other,4,Other,Other,3
5045,50,Los Angeles,Washington/Hooper,34.021569,-118.245562,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5047,50,Whittier,Washington/Long Beach,34.020389,-118.2425,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5049,50,Los Angeles,Washington/Alameda,34.020015,-118.240177,Compliant,Not Present,Not Present,3,Green Metal,Metal / Aluminum,2
5051,50,Los Angeles,Washington/Alameda -R/R,34.018875,-118.233592,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5053,50,Los Angeles,Washington/SantaFe Bridge,34.018877,-118.230566,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5055,50,Los Angeles,Washington/Railroad Bridge,34.017322,-118.224165,Compliant,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present
5057,50,Los Angeles,Soto/Washington,34.017609,-118.219986,Compliant,Not Present,Not Present,2,Green Metal,Other,2
5059,50,Los Angeles,Soto/Rio Vista,34.02118,-118.220021,Compliant,Not Present,Not Present,2,Other,Other,2
5061,50,Los Angeles,Olympic/Soto,34.023893,-118.21946,Compliant,Not Present,Not Present,3,Green Metal,Other,2
5063,50,Los Angeles,Olympic/Orme,34.023343,-118.217922,Compliant,Not Present,Not Present,3,Other,Other,2
5065,50,Los Angeles,Olympic/Camulos,34.022495,-118.215936,Compliant,Not Present,Not Present,3,Other,Other,1
5067,50,Los Angeles,Olympic/Dacotah,34.020927,-118.212469,Compliant,Not Present,Not Present,Not Present,Not Present,Other,3
5068,50,Whittier,Pickering/Philidelphia,33.978803,-118.042099,Compliant,3,Other,3,Other,Other,3
5069,50,Los Angeles,Grande Vista/Olympic,34.019865,-118.210586,Compliant,Not Present,Not Present,4,Other,Other,1
5070,50,Whittier,Pickering/Penn,33.975382,-118.042129,Compliant,Not Present,Not Present,3,Other,Other,3
